cn,label,en,cleaned_en
黄瓜皮,4,Cucumber peel,cucumber peel
橙子皮,4,Orange zest,orange zest
生鸡蛋壳,4,Raw egg shell,raw egg shell
花茶渣,4,Scented tea dregs,scented tea dregs
荷叶,4,Lotus leaf,lotus leaf
柚子核,4,Grapefruit core,grapefruit core
青蟹壳,4,Blue Crab Shell,blue crab shell
山楂片,4,Hawthorn tablets,hawthorn tablets
红辣椒,4,Red chilli,red chilli
巧克力粉,4,chocolate powder,chocolate powder
鸭架,4,Duck rack,duck rack
白砂糖,4,White sugar,white sugar
鸽粪,4,Pigeon droppings,pigeon droppings
桃子皮,4,Peach peel,peach peel
桂圆干,4,Dried longan,dried longan
中草药材,4,Chinese herbal medicine,chinese herbal medicine
梭子蟹壳,4,Portunus Crab Shell,portunus crab shell
河虾,4,River prawns,river prawns
白米虾,4,White Rice Shrimp,white rice shrimp
象鼻蚌,4,Elephant Clam,elephant clam
水蜜桃核,4,Peach pit,peach pit
糯米纸,4,Glutinous rice paper,glutinous rice paper
鸡蛋卷,4,Egg rolls,egg rolls
鸡蛋壳,4,Egg shell,egg shell
豆干,4,Dried tofu,dried tofu
豆腐干,4,Dried tofu,dried tofu
冬瓜籽,4,Winter melon seeds,winter melon seeds
向日葵花束,4,Sunflower bouquet,sunflower bouquet
枯萎花束,4,Withered bouquet,withered bouquet
笋干,4,Dried bamboo shoots,dried bamboo shoots
白煮蛋,4,Hard boiled egg,hard boiled egg
花蛤肉,4,Clam meat,clam meat
蛋黄酥,4,Egg Yolk Crisp,egg yolk crisp
油墩子,4,Youdunzi,youdunzi
葱油饼,4,Scallion pancakes,scallion pancakes
山东煎饼,4,Shandong Pancake,shandong pancake
碎骨头,4,Broken bones,broken bones
枸杞,4,Wolfberry,wolfberry
猪肝,4,Pork liver,pork liver
碧根果肉,4,Pecan pulp,pecan pulp
茭白皮,4,Zizania White Bark,zizania white bark
西葫芦,4,squash,squash
猪肉,4,pork,pork
小排骨,4,Small ribs,small ribs
沙拉酱,4,Salad dressing,salad dressing
拉菲草,4,Raffia,raffia
大白兔奶糖,4,White Rabbit Toffee,white rabbit toffee
猕猴桃皮,4,Kiwi peel,kiwi peel
桃仁,4,Peach kernel,peach kernel
杨梅干,4,Dried bayberry,dried bayberry
带子壳,4,Belt shell,belt shell
玉米塑料袋,4,Corn Plastic Bag,corn plastic bag
鸭头,4,Duck head,duck head
翅尖,4,Wing tip,wing tip
番茄沙司,4,ketchup,ketchup
巴旦木,4,Batam,batam
叶子,4,leaf,leaf
鸭舌,4,Duck tongue,duck tongue
黄芪,4,Astragalus,astragalus
三七粉,4,Notoginseng powder,notoginseng powder
章鱼小丸子,4,Octopus dumplings,octopus dumplings
鱿鱼,4,squid,squid
鱿鱼丝,4,Squid shreds,squid shreds
生蚝肉,4,Oyster Meat,oyster meat
枇杷,4,Loquat,loquat
烤鸭,4,Roast Duck,roast duck
北京烤鸭,4,Peking duck,peking duck
洋山芋,4,Potato,potato
铁棍山药,4,Iron Bar Yam,iron bar yam
鸭锁骨,4,Duck clavicle,duck clavicle
海星,4,starfish,starfish
黑椒牛排,4,Black pepper steak,black pepper steak
杨桃,4,Carambola,carambola
胡萝卜皮,4,Carrot peel,carrot peel
生肉,4,Raw meat,raw meat
皮蛋壳,4,Preserved eggshell,preserved eggshell
山楂干,4,Dried hawthorn,dried hawthorn
番茄皮,4,Tomato peel,tomato peel
番茄梗,4,Tomato Stem,tomato stem
鲜花饼,4,Flower cake,flower cake
公丁香,4,Male cloves,male cloves
薄荷叶,4,Mint leaf,mint leaf
花甲粉,4,Flower beetle powder,flower beetle powder
金丝皇菊,4,Golden silk chrysanthemum,golden silk chrysanthemum
火腿肠,4,Ham sausage,ham sausage
藏红花,4,Saffron,saffron
基围虾,4,Kewei Shrimp,kewei shrimp
基围虾壳,4,Kewei Shrimp Shell,kewei shrimp shell
烘山芋皮,4,Baked Potato Peel,baked potato peel
茶叶蛋壳,4,Tea eggshell,tea eggshell
咸鸡,4,Salted Chicken,salted chicken
烤鸡,4,roast chicken,roast chicken
盐水鸭,4,Salted Duck,salted duck
银耳,4,Tremella,tremella
意大利面,4,spaghetti,spaghetti
烧饼,4,Biscuits,biscuits
红薯皮,4,Sweet potato skin,sweet potato skin
雪花酥,4,Snowflakes,snowflakes
干桂圆壳,4,Dried longan shell,dried longan shell
丝瓜,4,Loofah,loofah
玉米粒,4,corn kernels,corn kernels
胖大海,4,Fat sea,fat sea
干面粉,4,Dry flour,dry flour
薰衣草,4,Lavender,lavender
干花生壳,4,Dried peanut shells,dried peanut shells
猫冻干,4,Cat freeze-dried,cat freezedried
麻辣香锅残渣,4,Spicy Fragrant Pot Residue,spicy fragrant pot residue
菠萝蜜肉,4,Jackfruit Meat,jackfruit meat
五香蛋,4,Spiced Egg,spiced egg
莴苣,4,lettuce,lettuce
蒲公英,4,Dandelion,dandelion
小笼包,4,Xiao Long Bao,xiao long bao
灌汤包,4,Tang Bao,tang bao
德克士炸鸡,4,Dicos Fried Chicken,dicos fried chicken
鲫鱼,4,Crucian carp,crucian carp
鳜鱼,4,Mandarin Fish,mandarin fish
粉丝,4,fan,fan
木耳,4,fungus,fungus
花草茶渣,4,Herbal Tea Residue,herbal tea residue
肉夹馍,4,Roujiamo,roujiamo
粗盐,4,Coarse salt,coarse salt
豆杆,4,Bean stalk,bean stalk
青豆,4,Haricot vert,haricot vert
青豆萁,4,Osmunda japonica,osmunda japonica
饺子皮,4,dumpling skin,dumpling skin
馄饨皮,4,Wonton wrapper,wonton wrapper
白瓜子,4,White melon seeds,white melon seeds
煎饼果子,4,Chinese savior crepe,chinese savior crepe
小葱,4,Shallots,shallots
木瓜,4,pawpaw,pawpaw
木瓜籽,4,Papaya seeds,papaya seeds
可降解吸管,4,Degradable straw,degradable straw
小肉骨头,4,Small fleshy bones,small fleshy bones
螺蛳粉,4,Snail powder,snail powder
芋艿皮,4,Taro skin,taro skin
花椒粉,4,pepper powder,pepper powder
绿豆沙,4,Green bean paste,green bean paste
荞麦,4,Buckwheat,buckwheat
荞麦面,4,Soba noodles,soba noodles
阿胶,4,Donkey-hide,donkeyhide
宽粉条,4,Wide vermicelli,wide vermicelli
毛豆皮,4,Edamame,edamame
麦片,4,oatmeal,oatmeal
纸吸管,4,Paper straws,paper straws
调制海藻面膜,4,Modified seaweed mask,modified seaweed mask
桂花糕,4,Osmanthus cake,osmanthus cake
猪皮,4,Pigskin,pigskin
臭虫,4,bed bugs,bed bugs
芡实糕,4,Gorgon Cake,gorgon cake
牛轧糖,4,Nougat,nougat
火鸡骨头,4,Turkey bones,turkey bones
鸡头,4,Chicken head,chicken head
猪排,4,Pork chops,pork chops
猪扒,4,Pork chop,pork chop
蜗牛,4,snails,snails
鱼饲料,4,fish food,fish food
银杏果,4,Ginkgo Fruit,ginkgo fruit
麻花,4,Twist,twist
鱼头,4,Fish head,fish head
早餐谷物,4,Breakfast cereals,breakfast cereals
猪小排,4,Pork Ribs,pork ribs
猪肉排骨,4,Pork ribs,pork ribs
玉米纤维袋,4,Corn fiber bag,corn fiber bag
话梅壳,4,Talking about plum shells,talking about plum shells
乌梅壳,4,Ebony shell,ebony shell
山竹核,4,Mangosteen core,mangosteen core
鸡软骨,4,Chicken cartilage,chicken cartilage
杏子核,4,Apricot Kernel,apricot kernel
虾皮,4,Dried shrimp,dried shrimp
虾米,4,Dried shrimp,dried shrimp
蟠桃核,4,Flat peach pit,flat peach pit
手擀面,4,Hand-rolled noodles,handrolled noodles
甲鱼小骨,4,Turtle ossicles,turtle ossicles
猪肋排,4,Pork ribs,pork ribs
里脊肉,4,Tenderloin,tenderloin
木薯淀粉,4,Cassava starch,cassava starch
香蕉干,4,Dried banana,dried banana
鸭皮,4,Duck skin,duck skin
纸巾,8,tissue,tissue
牙签,8,toothpick,toothpick
一次性筷子,8,Disposable chopsticks,disposable chopsticks
陶瓷类废弃物,8,Ceramic waste,ceramic waste
清扫渣土,8,Sweep the muck,sweep the muck
陶瓷碗碟,8,Ceramic dishes,ceramic dishes
大块骨头,8,Big bones,big bones
植物硬壳,8,Plant hard shell,plant hard shell
枯萎花草,8,Withered flowers and plants,withered flowers and plants
塑料袋,8,Plastic bag,plastic bag
保鲜膜,8,plastic wrap,plastic wrap
A4纸包装袋,8,A4 paper packaging bag,a paper packaging bag
零食包装袋,8,Snack Packaging Bag,snack packaging bag
快递包装袋,8,Courier bag,courier bag
热饮杯盖,8,Lid for hot drinks,lid for hot drinks
咖啡杯杯盖,8,Coffee cup lid,coffee cup lid
干电池（无汞）,8,Dry battery (no mercury),dry battery no mercury
纸尿裤,8,Diapers,diapers
卫生纸,8,toilet paper,toilet paper
卫生巾外层薄塑纸,8,Sanitary napkin outer thin plastic paper,sanitary napkin outer thin plastic paper
湿纸巾,8,Wet wipes,wet wipes
旧浴缸,8,Old bathtub,old bathtub
盆子,8,Basin,basin
坏马桶,8,Bad toilet,bad toilet
旧水槽,8,Old aquarium,old aquarium
坛子,8,earthen jar,earthen jar
菜板,8,Chopping board,chopping board
砖块,8,Bricks,bricks
杯子,8,Cup,cup
瓦片,8,Tiles,tiles
西梅核,8,Prune nucleus,prune nucleus
坏的花盆,8,Bad flowerpot,bad flowerpot
木质梳子,8,Wooden comb,wooden comb
脏污衣服,8,Dirty clothes,dirty clothes
湿垃圾袋,8,Wet garbage bag,wet garbage bag
水彩笔,8,Watercolor pen,watercolor pen
过期化妆品,8,Expired cosmetics,expired cosmetics
旧镜子,8,Old mirror,old mirror
猫罐头,8,Canned cat,canned cat
牙膏壳,8,Toothpaste shell,toothpaste shell
椰子壳,8,coconut shell,coconut shell
塑料垃圾袋,8,Plastic garbage bag,plastic garbage bag
污染纸张,8,Contaminate paper,contaminate paper
废弃食品袋,8,Food waste bag,food waste bag
一次性餐盒,8,Disposable lunch box,disposable lunch box
旧毛巾,8,Old towel,old towel
牙膏皮,8,Toothpaste skin,toothpaste skin
废弃的纸张,8,Discarded paper,discarded paper
装修废弃物,8,Decoration waste,decoration waste
盛放厨余果皮的垃圾袋,8,Garbage bag for food waste,garbage bag for food waste
灰土,8,Lime soil,lime soil
污染较严重的纸,8,More polluted paper,more polluted paper
核桃壳,8,Walnut shells,walnut shells
头发,8,hair,hair
胶带,8,adhesive tape,adhesive tape
一次性咖啡纸杯,8,Disposable coffee cup,disposable coffee cup
奶茶纸杯,8,Milk Tea Paper Cup,milk tea paper cup
护理垫,8,Nursing pad,nursing pad
包裹着狗屎的纸巾,8,Paper towel wrapped in shit,paper towel wrapped in shit
包裹着狗屎的报纸,8,Newspaper wrapped in shit,newspaper wrapped in shit
雪糕袋,8,Ice cream bag,ice cream bag
棉花棒,8,Cotton swab,cotton swab
橡皮泥,8,Plasticine,plasticine
粽叶,8,Zongye,zongye
猫毛,8,Cat hair,cat hair
小票,8,receipt,receipt
蚊香片,8,Mosquito coil,mosquito coil
暖宝宝,8,Warm baby,warm baby
干冰,8,dry ice,dry ice
铅笔屑,8,Pencil shavings,pencil shavings
被污染的垃圾袋,8,Contaminated garbage bags,contaminated garbage bags
田螺壳,4,Escargot Shell,escargot shell
蛏子壳,8,Razor shell,razor shell
文蛤壳,8,Clam shell,clam shell
水彩颜料,8,Watercolor paints,watercolor paints
一次性口罩,8,Disposable mask,disposable mask
口香糖,8,chewing gum,chewing gum
一次性塑料袋,8,Disposable plastic bag,disposable plastic bag
污渍纸巾,8,Stained tissue,stained tissue
木瓶塞,8,Wooden cork,wooden cork
指甲片,8,Nail piece,nail piece
大米袋,8,Large rice bag,large rice bag
烟盒,1,cigarette case,cigarette case
烧烤木签,8,BBQ wooden sign,bbq wooden sign
棉花球,8,Cotton ball,cotton ball
泡沫盒子,8,Bubble box,bubble box
大龙虾壳,8,Large lobster shell,large lobster shell
中药袋,8,Chinese medicine bag,chinese medicine bag
胶带纸,8,tape,tape
薯片罐,8,Potato Chip Jar,potato chip jar
牙线,8,Dental floss,dental floss
塑料吸管,8,Plastic straw,plastic straw
一次性保鲜膜,8,Disposable plastic wrap,disposable plastic wrap
湿巾纸,8,Wet tissue paper,wet tissue paper
瓷器碎片,8,Porcelain fragments,porcelain fragments
砖瓦陶瓷,8,Brick and ceramics,brick and ceramics
雪糕包装袋,8,Ice cream packaging bag,ice cream packaging bag
泡面桶,8,Instant noodle bucket,instant noodle bucket
酒精棉花,8,Alcohol cotton,alcohol cotton
玉米皮,8,Corn husk,corn husk
奶茶塑料杯,8,Milk tea plastic cup,milk tea plastic cup
头屑,8,Dandruff,dandruff
帝王蟹壳,8,King crab shell,king crab shell
一次性用品,8,Disposable items,disposable items
渣土,8,Muck,muck
陶瓷制品,8,Ceramic products,ceramic products
烘培纸,8,Baking paper,baking paper
除湿袋,8,Dehumidification bag,dehumidification bag
滤纸,8,filter paper,filter paper
生蚝壳,8,Oyster shell,oyster shell
猪大骨,8,Pig bone,pig bone
一次性塑料餐盒,8,Disposable plastic lunch box,disposable plastic lunch box
调料袋,8,Seasoning bag,seasoning bag
发热包,8,Fever pack,fever pack
洗衣液包装袋,8,Laundry detergent packaging bag,laundry detergent packaging bag
咖啡滤纸,8,Coffee filter,coffee filter
包裹着狗屎的塑料袋,8,Plastic bag wrapped in shit,plastic bag wrapped in shit
塑料盖子,8,plastic cap,plastic cap
头饰,8,Headwear,headwear
胶囊咖啡,8,Capsule coffee,capsule coffee
椰青壳,8,Coconut shell,coconut shell
吸油纸,8,Blotting paper,blotting paper
厨房用纸,8,Kitchen paper,kitchen paper
琴弦,8,Strings,strings
呕吐物纸巾,8,Vomit tissue,vomit tissue
纸质包装袋,8,Paper packaging bag,paper packaging bag
方便面桶,8,Instant noodle bucket,instant noodle bucket
面膜包装袋,8,Mask packaging bag,mask packaging bag
塑料拖鞋,1,plastic slipper,plastic slipper
橡皮筋,8,Rubber band,rubber band
水笔笔芯,8,Fountain pen refill,fountain pen refill
湿灰尘,8,Wet dust,wet dust
蛤蜊壳,8,Clam shell,clam shell
纽扣（少量）,8,Buttons (a small amount),buttons a small amount
一次性塑料手套,8,Disposable plastic gloves,disposable plastic gloves
中性笔,8,Gel pen,gel pen
KFC食物包装,8,KFC food packaging,kfc food packaging
蚊香灰,8,Mosquito incense ash,mosquito incense ash
乳胶,8,emulsion,emulsion
玻璃胶,8,Glass glue,glass glue
带有婴儿粪便的尿不湿,8,Diapers with baby stool,diapers with baby stool
暖宝宝贴,8,Warm baby stickers,warm baby stickers
牛奶袋,8,Milk bag,milk bag
血糖试纸,8,Blood glucose test strips,blood glucose test strips
餐饮外卖盒,8,Food takeaway box,food takeaway box
油画颜料,8,Oil paints,oil paints
油画颜料软管,8,Oil paint hose,oil paint hose
吸管塑料包装,8,Straw plastic packaging,straw plastic packaging
橡胶制品,8,rubber products,rubber products
橡胶手套,8,Rubber gloves,rubber gloves
过期口红,8,Expired lipstick,expired lipstick
黄油包装纸,8,Butter wrapper,butter wrapper
脏纸尿裤,8,Dirty diapers,dirty diapers
蛋糕盒,8,Cake box,cake box
干净无油食品包装袋,8,Clean and oil-free food packaging bags,clean and oilfree food packaging bags
面包袋,8,Bread bag,bread bag
蛋糕袋,8,Cake bag,cake bag
快递单,8,Courier,courier
营养土,8,Nutrient soil,nutrient soil
一次性塑料盘,8,Disposable plastic tray,disposable plastic tray
冰宝贴,8,Ice sticker,ice sticker
一次性塑料调羹,8,Disposable plastic spoon,disposable plastic spoon
手指甲,8,Fingernails,fingernails
小纸屑,8,Little confetti,little confetti
眼镜架,8,Glasses frame,glasses frame
陶土花瓶,8,Terracotta vase,terracotta vase
牛肋骨,8,Beef ribs,beef ribs
被油污污染过的报纸,8,Newspapers polluted by oil,newspapers polluted by oil
脏纸巾,8,Dirty tissue,dirty tissue
衣服标签,8,Clothing label,clothing label
小核桃壳,8,Small walnut shell,small walnut shell
电蚊香片,8,Electric mosquito coil,electric mosquito coil
瓷碎片,8,Porcelain fragments,porcelain fragments
卫生棉条,8,Tampon,tampon
一次性塑料浴帽,8,Disposable plastic shower cap,disposable plastic shower cap
一次性纸餐盘,8,Disposable paper dinner plate,disposable paper dinner plate
纸巾包装袋,8,Paper towel packaging bag,paper towel packaging bag
抽纸塑料袋,8,Draw paper plastic bag,draw paper plastic bag
毛笔写过的纸,8,Paper written with a brush,paper written with a brush
塑料表带,8,Plastic strap,plastic strap
粉饼盒,8,Compact powder box,compact powder box
502胶水,8,502 glue, glue
硅胶猫砂,8,Silicone cat litter,silicone cat litter
水晶猫砂,8,Crystal cat litter,crystal cat litter
冰淇淋包装袋,8,Ice cream packaging bag,ice cream packaging bag
护手霜,8,Hand cream,hand cream
粉尘,8,dust,dust
一次性餐具,8,Disposable tableware,disposable tableware
卸妆纸巾,8,Makeup remover,makeup remover
洗衣粉,8,washing powder,washing powder
气泡膜,8,Bubble film,bubble film
智齿,8,Wisdom teeth,wisdom teeth
钢丝球,8,Steel ball,steel ball
一次性纸杯,8,Disposable paper cup,disposable paper cup
大头针,8,Pin,pin
永生花,8,Eternal flower,eternal flower
带有婴儿粪便的纸尿裤,8,Diapers with baby feces,diapers with baby feces
塑封袋,8,Plastic bag,plastic bag
圆珠笔芯,8,Ballpoint Pen Refill,ballpoint pen refill
面膜外层纸,8,Mask outer layer paper,mask outer layer paper
袋泡茶,8,Teabag,teabag
塑料花,8,plastic flower,plastic flower
冰箱贴,8,Fridge magnet,fridge magnet
假睫毛胶水,8,False eyelash glue,false eyelash glue
洗碗布,8,dishcloth,dishcloth
电话卡,8,phone card,phone card
手机壳,8,phone case,phone case
面巾纸,8,Facial tissue,facial tissue
泥土,8,soil,soil
网球,8,tennis,tennis
烟灰,8,Soot,soot
毛衣针,8,Sweater stitch,sweater stitch
护发精油,8,Hair oil,hair oil
紫砂壶,8,Purple Clay Teapot,purple clay teapot
防晒喷雾,8,Sunscreen spray,sunscreen spray
棉花,8,cotton,cotton
寄居蟹,8,Hermit crab,hermit crab
水饺包装袋,8,Dumpling Packaging Bag,dumpling packaging bag
巧克力包装袋,8,Chocolate packaging bag,chocolate packaging bag
饼干包装袋,8,Biscuit Packaging Bag,biscuit packaging bag
奶嘴,8,nipple,nipple
糖纸,8,Sugar paper,sugar paper
胡须,8,beard,beard
包裹着痰的纸巾,8,Paper towel wrapped in phlegm,paper towel wrapped in phlegm
包裹着鼻涕的纸巾,8,A tissue wrapped in a mucus,a tissue wrapped in a mucus
KFC纸盒,8,KFC carton,kfc carton
麦当劳纸盒,8,McDonald's carton,mcdonalds carton
牛骨,8,Beef bone,beef bone
啤酒瓶盖,1,Beer bottle cap,beer bottle cap
糖果皮,8,Candy skin,candy skin
包裹着西瓜籽的纸巾,8,Paper towel wrapped with watermelon seeds,paper towel wrapped with watermelon seeds
包裹着鼻屎的纸巾,8,Tissue wrapped in booger,tissue wrapped in booger
冷饮包装,8,Cold drink packaging,cold drink packaging
外卖塑料袋,8,Takeaway Plastic Bag,takeaway plastic bag
外卖塑料盒,8,Takeaway Plastic Box,takeaway plastic box
外卖纸盒,8,Takeaway carton,takeaway carton
5号电池（无汞）,8,AA battery (no mercury),aa battery no mercury
7号电池（无汞）,8,AAA battery (no mercury),aaa battery no mercury
湿头发,8,Wet hair,wet hair
毛发,8,Hair,hair
一次性手套,8,Disposable gloves,disposable gloves
卸妆膏,8,Makeup remover,makeup remover
手机膜,8,Phone film,phone film
防霉防蛀片,8,Anti-mold and moth-proof tablets,antimold and mothproof tablets
卫生护垫,8,Sanitary pad,sanitary pad
摩丝罐,8,Mousse jar,mousse jar
厨房手套,8,Kitchen gloves,kitchen gloves
沐浴球,8,Bath ball,bath ball
耳塞,8,Earplugs,earplugs
牙线棒,8,Dental floss stick,dental floss stick
修正液,8,Correction fluid,correction fluid
废纸,8,Waste paper,waste paper
卫生间用纸,8,Toilet paper,toilet paper
陶瓷花瓶,8,Ceramic vase,ceramic vase
陶瓷花盆,8,Ceramic flowerpot,ceramic flowerpot
防碎气泡膜,8,Shatterproof bubble film,shatterproof bubble film
污损塑料袋,8,Stained plastic bag,stained plastic bag
水晶泥,8,Crystal mud,crystal mud
胶纸,8,Tape,tape
剃须泡沫罐,8,Shaving foam tank,shaving foam tank
风油精,8,Fengyoujing,fengyoujing
奶茶塑料盖,8,Milk tea plastic cover,milk tea plastic cover
打火机,8,lighter,lighter
擦碗布,8,Dishcloth,dishcloth
碱性电池,8,Alkaline battery,alkaline battery
烧烤锡纸,8,BBQ tin foil,bbq tin foil
外卖饭盒,8,Takeaway lunch box,takeaway lunch box
装过湿垃圾的塑料袋,8,Plastic bags containing wet garbage,plastic bags containing wet garbage
纸质外卖盒,8,Paper takeaway box,paper takeaway box
塑料外卖盒,8,Plastic takeaway box,plastic takeaway box
马桶刷,8,Toilet brush,toilet brush
狗尿垫,8,Dog pad,dog pad
太空沙,8,Space sand,space sand
带胶制品,8,Rubber products,rubber products
竹制品,8,bamboo product,bamboo product
成分复杂的制品,8,Complex products,complex products
皮皮虾壳,8,Pippi Shrimp Shell,pippi shrimp shell
使用过的安全套,8,Used condoms,used condoms
青口贝,8,Mussels,mussels
碎纸屑,8,Confetti,confetti
洗头膏,8,shampoo,shampoo
番茄酱包装袋,8,Tomato sauce packaging bag,tomato sauce packaging bag
面纸,8,Facial tissue,facial tissue
身体乳,8,Body milk,body milk
青草膏,8,Green grass cream,green grass cream
洁面摩丝,8,Cleansing mousse,cleansing mousse
一次性塑料勺子,8,Disposable plastic spoon,disposable plastic spoon
眼线笔,8,Eyeliner,eyeliner
眉粉,8,Eyebrow powder,eyebrow powder
沾有油渍的食品包装袋,8,Food packaging bags stained with oil,food packaging bags stained with oil
薯片包装袋,8,Potato Chips Packaging Bag,potato chips packaging bag
自动铅笔笔芯,8,Mechanical pencil refill,mechanical pencil refill
香薰球,8,Aromatherapy ball,aromatherapy ball
隐形眼镜护理液,8,Contact lens care solution,contact lens care solution
脏卫生巾,8,Dirty sanitary napkins,dirty sanitary napkins
湿塑料袋,8,Wet plastic bag,wet plastic bag
牛骨棒,8,Beef bone stick,beef bone stick
草纸,8,toilet paper,toilet paper
雨衣,8,raincoat,raincoat
湿纸巾包装,8,Wet wipes packaging,wet wipes packaging
纸饭盒,8,Paper lunch box,paper lunch box
成人用品,8,Adult Products,adult products
河蚌壳,8,Mussel shell,mussel shell
香肠壳,8,Sausage shell,sausage shell
发夹,8,Hairpin,hairpin
发带,8,Headband,headband
驱蚊香片,8,Mosquito repellent incense,mosquito repellent incense
薯片盒,8,Potato Chip Box,potato chip box
吸尘器灰尘,8,Vacuum cleaner dust,vacuum cleaner dust
粉扑,8,Powder puff,powder puff
咖啡胶囊,8,Coffee capsule,coffee capsule
鸡毛,8,Chicken feather,chicken feather
安全套包装袋,8,Condom packaging bag,condom packaging bag
尿片,8,Diapers,diapers
冰棒棍,8,Popsicle stick,popsicle stick
广告颜料,8,Advertising paint,advertising paint
陶泥,8,Clay,clay
猪骨头,8,Pig bones,pig bones
使用过的面膜,8,Used mask,used mask
使用过的卫生巾,8,Used sanitary napkins,used sanitary napkins
喝过的奶茶杯子,8,Drunk milk tea cup,drunk milk tea cup
高密度碎纸机处理的碎纸,8,Shredded paper processed by high-density shredder,shredded paper processed by highdensity shredder
泡面袋,8,Instant noodle bag,instant noodle bag
太阳眼镜,8,Sunglasses,sunglasses
美妆蛋,8,Beauty Egg,beauty egg
胭脂,8,rouge,rouge
油条包装袋,8,You Tiao Packaging Bag,you tiao packaging bag
奶茶杯,8,Milk tea cup,milk tea cup
购物卡,1,shopping card,shopping card
订书机钉,8,Stapler nail,stapler nail
彩泥,8,Color mud,color mud
冰贴,8,Ice stickers,ice stickers
棒冰棍,8,Popsicle,popsicle
香烟头,8,Cigarette butts,cigarette butts
泡沫饭盒,8,Foam lunch box,foam lunch box
PH试纸,8,PH test paper,ph test paper
葡萄酒木塞,8,Wine cork,wine cork
包裹着口香糖的纸巾,8,Paper towel wrapped with chewing gum,paper towel wrapped with chewing gum
火腿肠包装纸,8,Ham Sausage Wrapping Paper,ham sausage wrapping paper
艾灸条,8,Moxibustion strips,moxibustion strips
保冷剂,8,Coolant,coolant
草木灰,8,plant ash,plant ash
驱蚊手环,8,Mosquito repellent bracelet,mosquito repellent bracelet
挂耳咖啡,8,Hanging ear coffee,hanging ear coffee
滤挂咖啡,8,Filter coffee,filter coffee
柳絮,8,Catkins,catkins
洗涤液包装袋,8,Washing liquid packaging bag,washing liquid packaging bag
石锅,8,Stone pot,stone pot
灭蚊灯,8,Mosquito Killer,mosquito killer
红酒塞,8,Wine stopper,wine stopper
枕巾,8,Pillow towel,pillow towel
1号电池（无汞）,8,No. 1 battery (no mercury),no  battery no mercury
电子烟烟弹,8,Electronic cigarette cartridge,electronic cigarette cartridge
陶瓷盘子,8,Ceramic plate,ceramic plate
榨菜袋,8,Mustard bag,mustard bag
卷筒纸,8,web,web
方便面调味包,8,Instant noodle seasoning package,instant noodle seasoning package
脱毛膏,8,Hair removal cream,hair removal cream
三角裤,8,Briefs,briefs
平角裤,8,Pants,pants
海绵粉扑,8,Sponge puff,sponge puff
一次性竹筷子,8,Disposable bamboo chopsticks,disposable bamboo chopsticks
碎碗,8,Broken bowl,broken bowl
白板笔,8,Whiteboard pen,whiteboard pen
海螺壳,8,Conch shell,conch shell
花蛤壳,8,Flower clam shell,flower clam shell
棉线,8,Cotton thread,cotton thread
糖包,8,sugar bag,sugar bag
鼠标垫,8,mouse pad,mouse pad
便条贴,8,Memo,memo
水果塑料盒,8,Fruit plastic box,fruit plastic box
糖浆包,8,Syrup packet,syrup packet
泳镜,8,Swimming goggles,swimming goggles
粘土,8,clay,clay
干草,8,hay,hay
酸奶勺,8,Yogurt spoon,yogurt spoon
中药包,8,Chinese medicine package,chinese medicine package
猪腿骨,8,Pork leg bone,pork leg bone
茶叶包,8,Tea bag,tea bag
豆浆杯,8,Soy milk cup,soy milk cup
测血糖针,8,Blood glucose test needle,blood glucose test needle
唇釉,8,Lip glaze,lip glaze
一次性打火机,8,Disposable lighter,disposable lighter
棒棒糖棒子,8,Lollipop,lollipop
旧内衣,8,Old underwear,old underwear
牛骨头,8,Cow bones,cow bones
冰棒皮,8,Popsicle skin,popsicle skin
冰棒外包装,8,Popsicle outer packaging,popsicle outer packaging
滴漏式咖啡,8,Drip coffee,drip coffee
星巴克咖啡杯,8,Starbucks coffee cup,starbucks coffee cup
星巴克塑料杯,8,Starbucks Plastic Cup,starbucks plastic cup
下水道杂物,8,Sewer debris,sewer debris
电蚊香液瓶,8,Electric mosquito coil,electric mosquito coil
膨润土猫砂,8,Bentonite cat litter,bentonite cat litter
油污纸,8,Oily paper,oily paper
稻草,8,straw,straw
擦过鼻涕的纸巾,8,Wiped nasal tissue,wiped nasal tissue
粘毛滚纸,8,Sticky roll paper,sticky roll paper
酱油袋,8,Soy sauce bag,soy sauce bag
湿海绵,8,Wet sponge,wet sponge
羊大骨,8,Sheep bone,sheep bone
塑料笔杆,8,Plastic pen holder,plastic pen holder
过期护肤品,8,Expired skin care products,expired skin care products
发箍,8,Hair band,hair band
壁纸,8,wallpaper,wallpaper
墙纸,8,wallpaper,wallpaper
薯片袋,8,Potato Chips Bag,potato chips bag
脏抹布,8,Dirty cloth,dirty cloth
润肤乳,8,Moisturizer,moisturizer
脏玻璃瓶,8,Dirty glass bottle,dirty glass bottle
外卖盒子,8,Takeaway box,takeaway box
外卖餐具,8,Takeaway tableware,takeaway tableware
调料包,8,seasoning bag,seasoning bag
辣条包装袋,8,Spicy Strip Packaging Bag,spicy strip packaging bag
储奶袋,8,Milk storage bag,milk storage bag
玉米衣,8,Corn coat,corn coat
电动牙刷刷头,8,Electric toothbrush head,electric toothbrush head
过期防晒霜,8,Expired sunscreen,expired sunscreen
塑料打包盒,8,Plastic packing box,plastic packing box
透明打包盒,8,Transparent packing box,transparent packing box
