cn,label,en
热敏纸,8,Thermal Paper
不干胶纸,8,Self-adhesive paper
饮料瓶标签,8,Beverage bottle label
方便面包装袋,8,Instant noodle packaging bag
标签纸,8,label
沙拉袋,8,Salad bag
快递贴纸,8,Express stickers
气泡垫,8,Bubble wrap
废瓷砖,8,Waste tiles
水果罐,8,Fruit jar
保湿喷雾,8,Moisturizing spray
火车票,8,Train ticket
退烧贴,8,Fever-reducing stickers
卸妆油瓶,8,Cleansing oil bottle
水果包装袋,8,Fruit packaging bag
泡面调料包,8,Instant noodles seasoning package
冻干粉面膜,8,Freeze-dried powder mask
软膜撕拉面膜,8,Soft film peeling mask
卷笔刀,8,Pencil sharpener
化妆品瓶盖,8,Cosmetic bottle cap
N次贴,8,N posts
纳米海绵,8,Nano sponge
一次性剃须刀片,8,Disposable razor blade
塑料油壶,8,Plastic oil can
眼线液,8,Liquid eyeliner
避孕套包装,8,Condom packaging
兔毛,8,Rabbit fur
大龙虾头,8,Big lobster head
一次性塑料鞋套,8,Disposable plastic shoe covers
粽子皮,8,Zongzi skin
牛皮筋,8,Cowhide band
修眉刀,8,Eyebrow trimming knife
头绳,8,Head rope
艾灸渣,8,Moxibustion residue
牙套,8,Braces
塑料刷子,8,Plastic brush
防蚊手环,8,Anti-mosquito bracelet
搓澡巾,8,Bath towel
烟丝,8,cut tobacco
方便面叉子,8,Instant noodle fork
汉堡纸,8,Hamburger paper
眼镜布,8,Glasses cloth
果冻包装盒,8,Jelly box
干冰袋,8,Dry ice bag
头皮屑,8,Dandruff
长寿果壳,8,Longevity Nutshell
超市塑料袋,8,Supermarket plastic bags
防震膜,8,Shockproof film
羊肉骨头,8,Lamb bones
酱油包装袋,8,Soy sauce packaging bag
一次性餐具包装,8,Disposable tableware packaging
爽身粉,8,Talcum powder
84消毒液瓶,8,84 disinfectant bottle
炸鸡包装袋,8,Fried chicken packaging bag
气泡纸,8,Bubble paper
液体蚊香,8,Liquid mosquito coil
织带,8,Webbing
液体蚊香瓶,8,Liquid mosquito coil bottle
卸妆乳瓶,8,Makeup remover baby bottle
包裹着鸡蛋壳的餐巾纸,8,Napkin wrapped in eggshell
气泡袋,8,Bubble bag
条码纸,8,Barcode paper
干草包装袋,8,Hay packaging bag
猫粮包装袋,8,Cat Food Packaging Bag
香肠竹签,8,Sausage skewers
破碎盘子,8,Broken plate
荷兰猪毛,8,Guinea pig hair
碳性电池,8,Carbon battery
串串竹签,8,Skewers
旧口罩,8,Old mask
扇子,8,Folding fan
乳垫,8,Breast pad
吸味剂,8,Odor
烟盒内锡纸,8,Tin foil in cigarette case
旧牙刷,8,Old toothbrush
马克杯,8,Mug
绿豆包装,8,Mung bean packaging
菠萝蜜核,8,Jackfruit core
日抛,8,Sunshine
牙贴,8,Teeth stickers
一次性电子烟,8,Disposable electronic cigarette
果冻壳,8,Jelly shell
湿面巾纸,8,Wet facial tissue
购物小票,8,Shopping Receipt
冰淇淋纸,8,Ice cream paper
红茶包,8,Black tea bag
自热包,8,Self-heating pack
丙烯颜料,8,Acrylic paint
陶瓷烟灰缸,8,Ceramic ashtray
丝瓜筋,8,Loofah tendons
带油抹布,8,Oiled rag
塑料牙签,8,Plastic toothpicks
鸽毛,8,Pigeon feather
毛笔,8,Brush
脱酸素剂,8,Deacidification agent
消毒棉,8,Disinfection cotton
油性笔,8,Oily pen
发卡,8,Card issuance
防潮袋,8,Moisture-proof bag
刘海夹,8,Bangs clip
饼干袋,8,Cookie bag
浴沙,8,Bath sand
冷饮包装纸,8,Cold drink wrapping paper
一次性拖鞋,8,Disposable slippers
足浴袋,8,Foot bath bag
吸湿剂,8,Hygroscopic agent
洗衣粉袋,8,Washing powder bag
化妆品密封塑料膜,8,Cosmetic sealing plastic film
湿报纸,8,Wet newspaper
婴幼儿纸尿裤,8,Baby diapers
眼镜框,8,glasses frames
油污湿巾纸,8,Oily wet tissue paper
脱氧保鲜剂,8,Deoxygenating preservative
关东煮纸杯,8,Oden Paper Cup
碘酒棉球,8,Iodine cotton ball
酒精棉球,8,Alcohol cotton ball
珍宝蟹,8,Dungeness Crab
泡脚袋,8,Foot Soaking Bag
一次性便当盒,8,Disposable bento box
羊肉串棒,8,Lamb skewers
碳包,8,Carbon package
手机链,8,Phone chain
卤料包,8,Halogen bag
五子棋,8,Gobang
化妆镜,8,Makeup mirror
香囊,8,Sachet
塑料带,8,Plastic band
测血糖试纸,8,Blood glucose test strips
足贴,8,Foot Patch
牛肉骨头,8,Beef bones
必胜客纸盒,8,Pizza Hut Carton
奶茶盖,8,Milk tea cover
隐形眼镜盒,8,Contact lens case
酒精棉片,8,Alcohol pads
光碟包,8,CD package
烤串棒,8,Skewers
棒冰包装袋,8,Popsicle packaging bag
湿卫生纸,8,Wet toilet paper
席子,8,Mat
竹炭包,8,charcoal bag
园艺土,8,Gardening soil
牛排包装,8,Steak packaging
蔬菜包装袋,8,Vegetable packaging bag
烫发剂壳,8,Perm agent shell
瑞幸咖啡杯,8,Luckin Coffee Cup
厨房纸巾,8,Kitchen paper towels
塑料糖纸,8,Plastic candy paper
纸巾外包装,8,Paper towel outer packaging
卫生卷纸,8,Toilet roll
全棉时代纸巾,8,Cotton era paper towel
雪糕棍,8,Ice cream stick
卫生棒,8,Hygiene stick
防蚊贴,8,Anti-mosquito stickers
湿纸巾包装袋,8,Wet tissue packaging bag
腋毛,8,Armpit hair
胡渣,8,Scum
面条包装袋,8,Noodle Packaging Bag
魔芋粉包装袋,8,Konjac flour packaging bag
清凉贴,8,Cool stickers
固体清香剂,8,Solid freshener
腮红,8,Blush
轻质彩泥,8,Lightweight color mud
巧克力锡纸,8,Chocolate tin foil
橡皮擦,8,Rubber
黑板擦,8,eraser
白板擦,8,Whiteboard eraser
碗碎片,8,Bowl fragments
湿烟头,8,Wet cigarette butts
清洁抹布,8,Cleaning cloth
便签纸,8,Note paper
泡泡糖,8,bubble gum
吸油面纸,8,Oil-absorbing tissue
肉类包装盒,8,Meat packaging box
扣子,8,button
内衣包装袋,8,Underwear packaging bag
太阳镜,8,Sunglasses
灭蚊片,8,Mosquito killer
CD,8,CD
DVD,8,DVD
混合猫砂,8,Mixed cat litter
水笔芯,8,Pen core
键盘清洁胶,8,Keyboard cleaning glue
塑料夹子,8,plastic clip
砚台,8,Inkstone
证件塑料壳,8,ID plastic case
登机牌,8,boarding pass
竹牙签,8,Bamboo toothpicks
牛尾骨,8,Oxtail bone
湿纸箱,8,Wet carton
风油精瓶,8,Wind oil bottle
驱蚊贴,8,Mosquito Repellent Patch
硅胶手环,8,Silicone bracelet
气垫BB霜,8,Air cushion BB cream
橡皮屑,8,Rubber crumbs
中药面膜,8,Traditional Chinese Medicine Mask
牙刷头,8,Toothbrush head
牛肉干包装,8,Beef jerky packaging
胸贴,8,Chest stickers
牛仔骨,8,Cowboy bones
盐包装袋,8,Salt packaging bag
浴花,8,Yuka
扫描仪,1,scanner
投影仪,1,projector
包装纸,1,Wrapping paper
硬纸板,1,cardboard
纸板箱,1,cardboard box
包装盒,1,Packing box
点心盒,1,Snack box
纸巾盒,1,tissue box
牛奶盒,1,Milk carton
饮料利乐包装,1,Tetra Pak Beverage
PET塑料瓶,1,PET plastic bottle
饮料瓶,1,Drink bottle
硬质塑料瓶,1,Rigid plastic bottle
塑料盒,1,plastic box
冰淇淋盒,1,Ice cream box
塑料杯,1,plastic cup
酸奶杯,1,Yogurt Cup
果冻杯,1,Jelly cup
软桶,1,Soft bucket
塑料泡沫,1,Plastic foam
气泡缓冲材料,1,Bubble cushioning material
水果网套,1,Fruit net set
废弃塑料文具,1,Waste plastic stationery
玻璃瓶,1,Glass bottle
碎玻璃片,1,Broken glass
其他玻璃制品,1,Other glass products
金属盒,1,Metal box
其他金属制品,1,Other metal products
金属文件柜,1,Metal filing cabinet
沙发,16,sofa
茶几,16,coffee table
办公桌,1,desk
文件柜,1,File cabinets
椅子,16,Chair
皮带,1,belt
香水瓶,1,perfume bottle
食品罐头,1,Canned food
旧书包,1,Old school bag
旧鞋子,1,Old shoes
旧塑料篮子,1,Old plastic basket
旧玩偶,1,Old doll
旧铁锅,1,Old wok
不锈钢垃圾桶,1,Stainless steel trash can
旧帽子,1,Old hat
旧夹子,1,Old clip
废锁头,1,Waste lock
雨伞骨架,1,Umbrella skeleton
旧纸袋,1,Old paper bag
纸盒,1,Carton
旧玩具,1,Old toy
办公用纸,1,Office paper
广告用纸,1,Advertising paper
暖水瓶,1,Thermos
废弃衣服,1,Discarded clothes
桌布,1,tablecloth
塑料包装,1,Plastic Packaging
铁皮罐头,1,Tin can
报废车辆,1,Scrapped vehicle
家电家具,1,Home appliance furniture
玻璃烟灰缸,1,Glass ashtray
泡沫箱,1,polystyrene box
墨水瓶,1,Ink bottle
塑料垃圾桶,1,Plastic trash can
塑料饮料杯,1,Plastic drink cup
吸铁石,1,Magnetite
塑料假花,1,Plastic fake flowers
指南针,1,compass
自行车轮胎,1,Bicycle tire
袜子,8,sock
竹签,1,Bamboo stick
旧衣服,1,old clothes
轮胎,1,tire
酸奶盒,1,Yogurt box
钉子,1,nail
地板砖,1,Floor tile
塑料壳,1,Plastic shell
护肤品玻璃罐,1,Skin care products glass jar
奶粉罐,1,Milk powder can
塑料瓶瓶盖,1,Plastic bottle caps
锡纸,8,Tin foil
废旧电子产品,1,Used electronic products
鞋垫,1,insole
过滤网,1,Filter
皮鞋,1,leather shoes
广告纸片,1,Advertising paper
打印纸,1,printer paper
菜刀,1,kitchen knife
塑料盆,1,Plastic basin
塑料桶,1,plastic bucket
塑料日用品,1,Plastic daily necessities
塑料餐具,1,Plastic cutlery
塑料纸,1,plastic paper
充电装置,1,Charging device
砖头,1,brick
水泥砖,1,cement brick
矿泉水桶,1,Mineral water bucket
可乐瓶,1,Coke bottle
废旧木柴,1,Waste wood
保温袋,1,Insulation bags
碎纸,1,Shredded paper
铁盒,1,Tin box
插线板,1,Patch panel
电风扇,1,Electric fan
水龙头,1,Faucet
抗光屏,1,Anti-light screen
幕布,1,curtain
地球仪,1,globe
空气净化器过滤网,1,Air purifier filter
化妆品瓶,1,Cosmetic bottle
未被污染的输液瓶,1,Uncontaminated infusion bottle
未被污染的输液袋,1,Uncontaminated infusion bag
手机,1,cell phone
溜冰鞋,1,Skates
废电路板,1,Scrap circuit board
藤条,1,Rattan
棕榈蜡,1,Palm wax
消毒液瓶,2,Disinfectant bottle
自行车,1,bike
洗面奶瓶,1,Facial cleanser bottle
床垫,16,Mattress
木板,1,board
铝箔纸,1,Aluminum foil
铁制品,1,iron product
铜制品,1,Copper products
泡沫塑料,1,Styrofoam
雪碧罐,1,Sprite can
废旧小家电,1,Scrap small appliances
卫生纸内芯,1,Toilet paper inner core
可口可乐瓶,1,Coca-Cola bottle
笔记本电脑,1,laptop
电饭煲,1,Rice cooker
塑料玩具,1,plastic toys
洗发水瓶,1,Shampoo bottle
护发素瓶,1,Conditioner bottle
洗衣液瓶,1,Laundry detergent bottle
皮包,1,Purses
食用油桶,1,Edible oil drum
塑料衣架,1,Plastic hangers
铝膜,1,Aluminum film
塑料水管,1,Plastic water pipe
铁管,1,iron tube
铜管,1,Copper tube
塑复钢管,1,Plastic steel pipe
铝塑复合管,1,Aluminum-plastic composite pipe
金属管,1,Metal tube
红酒瓶,1,Red wine bottle
香槟瓶,1,Champagne bottle
白酒瓶,1,Liquor bottle
可乐瓶瓶盖,1,Coke bottle cap
电动玩具,1,Electric toys
镜片,1,lens
照相机,1,camera
塑料花盆,1,Plastic flowerpot
无纺布手提袋,1,Non-woven tote bag
纸箱,1,Carton
iPad,1,iPad
墨汁瓶,1,Ink bottle
化妆水瓶,1,Lotion bottle
护肤品瓶,1,Skincare bottle
护肤乳液瓶,1,Skin care lotion bottle
酱油瓶,1,Soy sauce bottle
钢琴,16,piano
手链,1,Bracelet
手镯,1,bracelet
木头,1,wood
碎玻璃制品,1,Broken glass products
电动牙刷,1,electric toothbrush
塑料包装纸盒,1,Plastic packaging carton
金属香炉,1,Metal incense burner
铅球,1,Shot put
脸摩仪,1,Facial massage
脉动饮料瓶,1,Pulsating beverage bottle
跑步机,1,Treadmill
手电筒,1,flashlight
螺钉,1,Screw
糖果罐,1,candy jar
毛绒玩具,1,Plush toys
烧水壶,1,Kettle
电冰箱,1,refrigerator
洗衣机,1,washing machine
电烤箱,1,Electric oven
洗碗机,1,dishwasher
扫地机器人,1,Sweeping robot
面霜瓶,1,Cream bottle
糖果盒,1,Candy box
电话机,1,Telephone
小提琴,16,violin
塑料架,1,Plastic frame
茶叶罐,1,Tea caddy
酒精瓶,1,alcohol bottle
座椅垫,1,Seat cushion
蛋挞盒,1,Egg Tart Box
纸质卡片,1,Paper card
硅胶玩具,1,Silicone toys
KFC纸袋,1,KFC paper bag
旧报纸,1,old newspaper
真空压缩袋,1,Vacuum compression bag
螺丝,1,screw
尼龙袋,1,Nylon bag
纸塑铝复合包装,1,Paper-plastic-aluminum composite packaging
油桶,1,Oil drum
食品保鲜盒,1,Food preservation box
衣架,1,Coat hanger
玻璃放大镜,1,Glass magnifier
窗玻璃,1,Window glass
刀,1,Knife
螺丝刀,1,screwdriver
枕头,1,pillow
电子血压仪,1,Electronic blood pressure meter
塑料饭盒,1,Plastic lunch box
木凳,1,Wooden bench
木椅,16,Wooden chair
收音机,1,radio
铃铛,1,Bells
棉布,1,cotton
咖啡隔热纸,1,Coffee insulation paper
毛线,1,Wool
塑料梳子,1,Plastic comb
旧锁,1,Old lock
纱线手套,1,Yarn gloves
不锈钢勺子,1,Stainless steel spoon
乐扣乐扣,1,Lock & Lock
木质拼板,1,Wooden puzzle
眼霜罐,1,Eye cream jar
马桶盖,1,toilet lid
饮料瓶盖,1,Beverage bottle cap
玻璃锅盖,1,Glass lid
棉花被,1,Cotton quilt
防晒衣,1,Sun protection clothing
地铁票,1,Subway ticket
脸盆,1,washbasin
脚盆,1,Foot basin
洗脸仪,1,Facial washing instrument
电动剃须刀,1,Electric shaver
充电牙刷,1,Rechargeable toothbrush
电炖锅,1,Electric cookers
高压锅,1,Pressure cooker
热水袋,1,Hot water bottle
充电热水袋,1,Charging hot water bottle
玻璃碎片,1,glass shards
废钥匙,1,Useless key
干净饮料瓶,1,Clean drink bottle
废报纸,1,Waste newspaper
旧被单,1,Old sheet
废旧吸铁石,1,Waste magnet
冰红茶利乐包装,1,Tetra Pak Ice Tea Packaging
金属瓶盖,1,Metal bottle cap
香烟盒,1,cigarette boxes
香烟壳,1,Cigarette shell
金手链,1,Gold bracelet
金项链,1,Golden necklace
热水瓶,1,thermos
脚垫,1,Foot pad
钢化玻璃,1,Tempered glass
纸质杯套,1,Paper cup holder
塑料杯套,1,Plastic cup holder
星巴克纸袋,1,Starbucks paper bag
木条,1,Wood
木棍,1,Wooden stick
簪子,1,hairpin
鼓棒,1,Drumsticks
奥特曼玩具,1,Ultraman toys
洗手液瓶,1,Hand sanitizer bottle
滑板,1,skateboard
电源插头,1,Power plug
信纸,1,stationery
画框,1,Picture frame
洗涤液瓶,1,Washing liquid bottle
二手手机,1,second-hand phone
电动卷发棒,1,Electric curling iron
洗洁精瓶,1,Dishwashing liquid bottle
拖把桶,1,Mop bucket
台布,1,tablecloth
布艺窗帘,1,Fabric curtains
软玻璃,1,Soft glass
水晶板,1,Crystal plate
钨丝灯,1,Tungsten lamp
鲜奶盒,1,Milk box
球鞋,1,sneakers
草稿本,1,Draft book
鞋带,1,shoelace
干发帽,1,Dry hair cap
铝箔袋,1,Foil bag
纸质礼品盒,1,Paper gift box
易拉罐拉环,1,Can pull ring
书包,1,bag
铁调羹,1,Iron spoon
铁盒子,1,Iron box
浴帘,1,Shower curtain
泳帽,1,Swimming cap
泳衣,1,Swimsuit
电动保温箱,1,Electric incubator
起钉器,1,Staple
消费卡,1,consumer card
步步高学习机,1,Backgammon learning machine
塑料晾衣杆,1,Plastic clothes rail
金属零件,1,Metal parts
皮夹,1,Wallet
旧布鞋,1,Old cloth shoes
金子,1,Kaneko
金器,1,gold
书本,1,book
拉杆箱,16,Trolley case
棉被,1,quilt
金属钥匙扣,1,Metal keychain
午餐肉罐头,1,Canned Luncheon Meat
帆布袋,1,Canvas bag
变形金刚,1,Transformers
皮质钱包,1,Leather wallet
肯德基纸袋,1,KFC Paper Bag
纸牌,1,card
旧拖鞋,1,Old slippers
塑料酸奶盒,1,Plastic yogurt box
老干妈瓶子,1,Old godmother bottle
洁厕灵瓶子,1,Clean toilet spirit bottle
耳钉,1,Ear studs
奥特曼卡片,1,Ultraman Card
旧枕头,1,Old pillow
牛奶瓶,1,Milk bottle
衣服干洗剂瓶,1,Clothes dry cleaner bottle
速冻食品保温袋,1,Frozen Food Insulation Bag
泡沫保温箱,1,Foam insulation box
玩具盒,1,Toy box
玩具塑料盒,1,Toy plastic box
矿泉水瓶盖,1,Mineral water bottle cap
垃圾箱,1,Trash can
太空望远镜,1,Space telescope
铁丝,1,iron wire
铜丝,1,Copper wire
金属门吸,1,Metal door stopper
吸门器,1,Door suction device
瑜伽垫,1,Yoga mat
旧瑜伽垫,1,Old yoga mat
纸袋子,1,Paper bag
塑料膜,1,Plastic film
铁罐,1,Tin can
鸡蛋盒,1,Egg carton
隐形眼镜包装盒,1,Contact lens packaging box
拍拍净瓶罐,1,Pat the bottles and cans
喜糖铁盒子,1,Wedding candy iron box
废旧报纸,1,Scrap newspaper
磁带播放器,1,Tape player
纸质印刷品,1,Paper prints
排插,1,Socket
星巴克杯托,1,Starbucks Cup Holder
料酒瓶,1,Cooking wine bottle
木质拖把杆,1,Wooden mop pole
金属拖把杆,1,Metal mop rod
小木棍,1,Small stick
旧皮鞋,1,Old leather shoes
巴黎水玻璃瓶,1,Paris water glass bottle
自拍杆,1,Selfie stick
置物架,1,Shelf
球拍,1,racket
清洁剂瓶,1,Detergent bottle
木质玩具,1,Wooden toys
高尔夫球杆,1,Golf clubs
铜线,1,Copper wire
快递纸箱,1,Express carton
旧相机,1,Old camera
乐高玩具,1,Lego toys
棉拖鞋,1,Cotton slippers
脏袜子,1,Dirty socks
羽毛球拍,8,Badminton racket
乒乓球拍,1,Ping pong paddle
电子灭蚊拍,1,Electronic mosquito swatter
塑料瓶盖,1,Plastic bottle cap
卷筒纸芯,1,Roll paper core
卡纸,1,Paper jam
奶粉桶,1,Milk powder bucket
玩具塑料包装纸盒,1,Toy plastic packaging carton
曲奇铁罐,1,Cookie tin can
蓝罐曲奇盒,1,Blue Jar Cookie Box
塑料标签,1,Plastic label
保鲜膜带齿盒,1,Cling film with tooth box
内存卡,1,Memory card
背包,1,Backpack
酸奶玻璃瓶,1,Yogurt glass bottle
芯片,1,chip
鞋盒,1,Shoe box
CPU,1,CPU
漱口水瓶,1,Mouthwash bottle
雨伞伞面,1,Umbrella surface
电脑机箱,1,Computer case
塑料碗,1,plastic bowl
玻璃渣,1,Glass slag
精华玻璃瓶,1,Essence glass bottle
衣服包装袋,1,Clothes packaging bag
PS4,1,PS4
蜂蜜柚子茶玻璃罐,1,Honey grapefruit tea glass jar
拖线板,1,Drag line board
包书纸,1,Book paper
洁厕液瓶,1,Toilet Cleaner Bottle
玻璃密封容器,1,Glass sealed container
蓝牙耳机,1,Bluetooth earphone
牛皮纸,1,Kraft paper
铅笔盒,1,Pencil case
玻璃电子秤,1,Glass electronic scale
显示屏,1,Display screen
蜜蜡,1,Beeswax
暖壶胆,1,Kettle
玻璃蜡烛杯,1,Glass candle cup
雪弗板,1,Chevron board
快递纸袋,1,Express paper bag
热水瓶胆,1,Thermos flask
木盒子,1,wooden box
枕芯,1,Pillow
旧跑鞋,1,Old running shoes
行李箱,16,suitcase
麦当劳咖啡杯杯盖（印有可回收标志）,1,McDonald's coffee cup lid (printed with recyclable logo)
肯德基豆浆杯盖（印有可回收标志）,1,KFC Soy Milk Cup Lid (printed with recyclable logo)
羽绒服,1,down jacket
无纺布包,1,Non-woven bag
保温壶,1,Insulation pot
金属晾衣杆,1,Metal clothes rail
橄榄球,1,football
塑料桌布,1,Plastic tablecloth
炒菜铁锅,1,Wok
铁衣架,1,Iron hanger
网卡,1,Network card
口香糖塑料盒,1,Chewing gum plastic box
美年达饮料瓶,1,Mirinda Beverage Bottle
圆规,1,Compass
布鞋套,1,Cloth shoe cover
青铜,1,bronze
皮料,1,Leather
电锯,1,Chainsaw
钢尺,1,Steel ruler
水槽过滤网,1,Sink filter
合金筷子,1,Alloy chopsticks
螺丝钉,1,screw
饮料玻璃瓶,1,Beverage glass bottle
玻璃花瓶,1,glass vase
旧剪刀,1,Old scissors
电热水壶,1,electric kettle
Kindle,1,Kindle
榨汁机,1,Juicer
搅拌器,1,Stirrer
鱼竿,1,fishing rod
芭比娃娃,1,Barbie doll
塑料储物箱,1,Plastic storage box
脱排油烟机,1,Range hood off
燃气灶,1,Gas stoves
童鞋,1,Children's shoes
闹铃,1,Alarm
电水壶,1,Electric kettle
旅行箱,16,Suitcase
饼干盒,1,Cookie box
首饰盒,1,Jewelry Box
味全果汁瓶,1,Flavored whole juice bottle
榨果汁机,1,Juicer
百叶窗,1,Shutters
金属鱼钩,1,Metal fish hook
橡胶拖鞋,1,Rubber slippers
化妆品外包装纸盒,1,Cosmetic outer packaging carton
电瓶车防晒垫,1,Battery car sun pad
罐头瓶,1,Canned bottle
环保布质垃圾袋,1,Environmental protection cloth garbage bag
浴室防滑垫,1,Bathroom anti-slip mat
手机屏,1,Mobile phone screen
棉签盒,1,Cotton swab box
羊毛被,1,Wool quilt
iPhone,1,iPhone
翡翠手镯,1,Jade bracelet
汽车模型,1,Car model
秋裤,1,long johns
铁皮盖,1,Tin cover
食用油玻璃瓶,1,Edible oil glass bottle
奶粉罐铝盖,1,Aluminum cover for milk powder can
洗衣液桶,1,Laundry liquid bucket
吉他,1,Guitar
酱菜瓶,1,Pickle bottle
腐乳瓶,1,Fermented bean curd bottle
维他奶包装,1,Vitasoy packaging
易拉罐盖,1,Can Lid
指甲刀,1,Nail clippers
牙膏盒,1,Toothpaste box
搓衣板,1,Washboard
咖啡杯套,1,Coffee cup set
果酱瓶,1,Jam jar
佐料瓶,1,Condiment bottle
丝绸,1,silk
毛皮,1,fur
椰奶盒,1,Coconut milk box
塑料文件袋,1,Plastic file bag
美肤仪,1,Beauty Device
洁面仪,1,Cleansing instrument
健身器材,1,Fitness Equipment
纯牛奶纸盒,1,Pure milk carton
电动刮痧板,1,Electric scraper
大提琴,1,Cello
水果刀,1,fruit knife
丝带,1,Ribbon
塑料沙漏,1,Plastic hourglass
手机支撑架,1,Mobile phone support frame
滴露瓶,1,Dettol bottle
USB线,1,USB cable
塑料拖把杆,1,Plastic mop rod
番茄酱瓶,1,Ketchup bottle
牛奶塑料瓶,1,Milk plastic bottle
旧窗帘,1,Old curtains
椰汁瓶,1,Coconut milk bottle
手机充电宝,1,Mobile phone power bank
手机充电器,1,mobile phone charger
凉鞋,1,sandals
节能灯插座,1,Energy-saving lamp socket
花洒软管,1,Shower hose
软塑料隔热垫,1,Soft plastic heat insulation pad
银行账单,1,Bank statements
喷火枪,1,Torch
酸奶瓶,1,Yogurt bottle
打气筒,1,Inflator
神仙水瓶,1,Fairy water bottle
塑料调色盘,1,Plastic palette
木勺,1,Wooden spoon
卷纸内芯,1,Roll paper core
卷筒纸内芯,1,Web core
椰奶罐,1,Coconut Milk Can
卷纸芯,1,Roll paper core
木棒,1,Wooden stick
五金材料,1,Hardware materials
塑料锅铲,1,Plastic spatula
木质锅铲,1,Wooden spatula
牙线盒,1,Floss box
乐扣塑料盒,1,LOCK plastic box
乐扣玻璃盒,1,LOCK glass box
木质花架,1,Wooden flower stand
绿茶包装盒,1,Green tea packaging box
电蒸锅,1,Electric steamer
钻戒,1,Diamond ring
银戒指,1,silver ring
即冲奶茶包装盒,1,Instant milk tea packaging box
电容,1,capacitance
电阻,1,resistance
二极管,1,diode
三极管,1,Triode
废食用油瓶,1,Waste edible oil bottle
开关,1,switch
鸡蛋包装盒,1,Egg packaging box
黑板,16,blackboard
豆浆机,1,Soymilk machine
铁罐子,1,Tin can
CD塑料盒,1,CD plastic box
香薰玻璃瓶,1,Aromatherapy glass bottle
真皮制品,1,Leather products
羊皮制品,1,Sheepskin products
皮草制品,1,Fur products
化妆品玻璃瓶,1,Cosmetic glass bottle
帆布鞋,1,canvas shoes
休闲鞋,1,casual shoes
关东煮隔热杯套,1,Oden heat insulation cup holder
烫衣板,1,ironing board
废弃药瓶,2,Discarded medicine bottle
手机电池,2,cell phone battery
废荧光灯管,2,Waste fluorescent tube
废水银温度计,2,Waste water silver thermometer
废水银血压计,2,Wastewater silver sphygmomanometer
过期药品,2,Expired drugs
废农药,2,Waste pesticide
节能灯（含水银）,2,Energy-saving lamps (mercury)
LED 灯（含水银）,2,LED light (mercury)
油漆桶,2,Paint bucket
酒精,2,Alcohol
调色板,2,Color palette
过期的胶囊药物,2,Expired capsule medicine
过期药片,2,Expired pills
医用棉签,8,Medical cotton swab
医用手套,2,Medical gloves
农药瓶,2,Pesticide bottle
医用纱布,2,Medical gauze
口服液瓶,2,Oral liquid bottle
废弃灯泡,2,Discarded light bulb
油漆笔,2,paintbrush
锂电池,2,lithium battery
生石灰,2,quicklime
胶卷底片,2,Film negatives
废矿物油,2,Waste mineral oil
消毒剂,2,Disinfectant
胶片,2,film
废血压计,2,Waste sphygmomanometer
废镍镉电池,2,Used nickel-cadmium batteries
氧化汞电池,2,Mercury Oxide Battery
工业胶水,2,Industrial glue
胶合剂,2,Glue
染发剂,2,Hair dye
染发膏,2,Hair cream
钮扣电池,2,Button battery
打印机墨盒,2,Printer Cartridges
硒鼓,2,Toner cartridge
指甲油瓶子,2,Nail polish bottle
雷达瓶子,2,Radar bottle
塑料药盒,2,Plastic pill box
过期指甲油,2,Expired nail polish
卸甲膜,2,Wholesale shell
医用针管,2,Medical needle tube
膏药,8,Plaster
药瓶,2,Medicine bottle
药包装,2,Medicine packaging
咳嗽药水瓶,2,Cough medicine bottle
针头,2,Needle
塑料药瓶,2,Plastic medicine bottle
药片包装,2,Tablet packaging
药品包装袋,2,Medicine packaging bag
一次性注射器,2,Disposable syringe
玻璃药瓶,2,Glass medicine bottle
开塞露,2,Kaysero
板蓝根冲剂,2,Banlangen Granules
口服液,2,Oral liquid
铅酸电池,2,Lead-acid batteries
荧光灯,2,Fluorescent lamp
卸甲水,2,Resurrection water
水银体温计,2,Mercury thermometer
X光片,2,X-ray film
相片底片,2,Photo film
深海鱼油,2,Deep sea fish oil
眼药水,2,Eye drops
笔记本电脑电池,2,Laptop battery
过期感冒药,2,Expired cold medicine
冻干粉,2,Freeze-dried powder
杀虫子罐,2,Insecticide jar
染发手套,2,Hair dye gloves
钙片,2,Calcium tablets
药膏,2,ointment
药膏包装壳,2,Ointment packaging shell
眼药水瓶,2,Eye drops bottle
药水玻璃瓶,2,Potion glass bottle
空药瓶,2,Empty medicine bottle
空调清洗消毒液瓶,2,Air conditioner cleaning and disinfecting liquid bottle
安神补脑液瓶,2,Soothe the nerves and invigorate the brain fluid bottle
蟑螂药,2,Cockroach medicine
过期西药,2,Expired Western Medicine
药品纸盒,2,Medicine cartons
伤筋膏药,2,Tendon plaster
伤筋药膏包装,2,Tendon Ointment Packaging
止痛膏,2,Pain Relief Cream
纸药盒,2,Paper pill box
除渍剂,2,Stain remover
西药瓶,2,Western medicine bottle
保健品瓶子,2,Health care bottle
打印机色带,2,Printer ribbon
给药器,2,Applicator
松节油,2,turpentine
维生素瓶,2,Vitamin bottle
药液袋,2,Liquid medicine bag
药片铝塑包装,2,Tablet aluminum-plastic packaging
医用注射器,2,Medical syringe
输液瓶,2,Infusion bottle
碳粉盒,2,Toner cartridge
化学剂桶,2,Chemical tank
胶水桶,2,Glue bucket
马应龙,2,Ma Yinglong
鱼油胶囊,2,Fish oil capsules
