cn,label,en,cleaned_en
纸巾袋,8,Tissue bag,tissue bag
PET瓶,1,PET bottle,pet bottle
洁面仪,1,Cleansing instrument,cleansing instrument
医用针管,2,Medical needle tube,medical needle tube
书包,1,bag,bag
食品保鲜袋,8,Food preservation bag,food preservation bag
餐巾纸,8,paper napkin,paper napkin
隔离霜,8,Base cream,base cream
扫把,8,broom,broom
鸭骨,4,Duck bone,duck bone
洗手液空瓶,1,Hand sanitizer empty bottle,hand sanitizer empty bottle
鼻贴,8,Nose stick,nose stick
西柚,4,grapefruit,grapefruit
坚果,8,nut,nut
奶茶塑料杯,8,Milk tea plastic cup,milk tea plastic cup
含汞电池,2,Mercury battery,mercury battery
糖和藕粉,4,Sugar and lotus root powder,sugar and lotus root powder
香蕉,4,banana,banana
便利贴,8,Post-it,postit
桃板,4,Peach board,peach board
kt板,1,kt board,kt board
红木家具,16,Mahogany furniture,mahogany furniture
猪骨头,8,Pig bones,pig bones
荞麦,4,Buckwheat,buckwheat
神仙水瓶,1,Fairy water bottle,fairy water bottle
旧皮鞋,1,Old leather shoes,old leather shoes
数学书,1,Math book,math book
爆竹,8,Firecrackers,firecrackers
枕芯,1,Pillow,pillow
根茎蔬菜,4,Root vegetables,root vegetables
废弃药瓶,2,Discarded medicine bottle,discarded medicine bottle
猪肉脯,4,pork jerky,pork jerky
酸奶吸管,8,Yogurt straw,yogurt straw
压力锅,1,Pressure cooker,pressure cooker
婴幼儿纸尿裤,8,Baby diapers,baby diapers
坚果壳,8,Nut shell,nut shell
油画颜料,8,Oil paints,oil paints
签字笔,8,signing pen,signing pen
牛筋,4,Beef tendon,beef tendon
橡胶,8,rubber,rubber
旧草帽,8,Old straw hat,old straw hat
空调,1,air conditioner,air conditioner
淘宝纸盒,1,Taobao carton,taobao carton
吸顶灯,2,Ceiling light,ceiling light
棉拖鞋,1,Cotton slippers,cotton slippers
红辣椒,4,Red chilli,red chilli
彩电,1,Color TV,color tv
果汁机,1,juicer,juicer
榔头,1,Hammer,hammer
塑料桌布,1,Plastic tablecloth,plastic tablecloth
防潮剂,8,Anti-moisture agent,antimoisture agent
废旧电子产品,1,Used electronic products,used electronic products
雪碧罐,1,Sprite can,sprite can
精华液塑料空瓶,1,Essence plastic empty bottle,essence plastic empty bottle
鸡毛掸子,8,Feather duster,feather duster
过期西药,2,Expired Western Medicine,expired western medicine
艾叶,4,Ai Ye,ai ye
铜丝,1,Copper wire,copper wire
血糖试纸,8,Blood glucose test strips,blood glucose test strips
槟榔,4,Betel nut,betel nut
方便面叉子,8,Instant noodle fork,instant noodle fork
黄豆,4,soy,soy
冰棍棒,8,Popsicle stick,popsicle stick
鱼的内脏,4,Fish innards,fish innards
纱窗,8,Screen window,screen window
大型多功能打印机,1,Large multifunction printer,large multifunction printer
皮包,1,Purses,purses
键盘,1,keyboard,keyboard
乳牙,8,Deciduous teeth,deciduous teeth
中草药,4,Chinese herbal medicine,chinese herbal medicine
指南针,1,compass,compass
贝壳类,8,Shellfish,shellfish
溜溜球,8,Yo-Yo,yoyo
花椒粉,4,pepper powder,pepper powder
一次性餐具包装,8,Disposable tableware packaging,disposable tableware packaging
便条贴,8,Memo,memo
废金属,1,Scrap metal,scrap metal
榴莲壳,8,Durian Shell,durian shell
山竹核,4,Mangosteen core,mangosteen core
核桃壳,8,Walnut shells,walnut shells
过期隐形眼镜,8,Expired contact lenses,expired contact lenses
海绵,8,sponge,sponge
蟑螂,4,cockroach,cockroach
汽车模型,1,Car model,car model
菜叶,4,Vegetable leaf,vegetable leaf
成人用品,8,Adult Products,adult products
胡须刀,1,Shaver,shaver
金属文件柜,1,Metal filing cabinet,metal filing cabinet
废书,1,Scrap book,scrap book
钨丝灯,1,Tungsten lamp,tungsten lamp
黄油,4,butter,butter
午餐肉,4,Luncheon meat,luncheon meat
火鸡骨头,4,Turkey bones,turkey bones
桂圆,4,Longan,longan
百香果壳,4,Passion Fruit Shell,passion fruit shell
女性卫生用品,8,Feminine hygiene products,feminine hygiene products
芋艿皮,4,Taro skin,taro skin
青草膏,8,Green grass cream,green grass cream
脱排油烟机,1,Range hood off,range hood off
名片,1,business card,business card
游泳裤,1,Swimming trunks,swimming trunks
破了的碗,1,Broken bowl,broken bowl
果粒,4,Fruit,fruit
鸭舌,4,Duck tongue,duck tongue
铝,1,aluminum,aluminum
钨丝灯泡,2,Tungsten bulb,tungsten bulb
空调清洗消毒液瓶,2,Air conditioner cleaning and disinfecting liquid bottle,air conditioner cleaning and disinfecting liquid bottle
洗净后的牛奶盒,1,Milk carton after washing,milk carton after washing
化妆刷,8,Makeup brush,makeup brush
厕所纸,8,Toilet paper,toilet paper
板擦儿,8,Eraser,eraser
绣花针,8,Embroidery needle,embroidery needle
回收物,1,Recycled content,recycled content
落叶,4,Fallen leaves,fallen leaves
葡萄酒木塞,8,Wine cork,wine cork
热敏纸,8,Thermal Paper,thermal paper
烫发剂壳,8,Perm agent shell,perm agent shell
烟蒂,8,Cigarette butts,cigarette butts
项链,1,necklace,necklace
笔杆,8,pen,pen
荧光笔,8,Highlighter,highlighter
水煮肉片,4,Poached Pork Slices,poached pork slices
废弃衣服,1,Discarded clothes,discarded clothes
青菜,4,Green vegetables,green vegetables
电费账单,1,Electricity bill,electricity bill
彩泥,8,Color mud,color mud
绿豆芽,4,Green bean sprouts,green bean sprouts
虾米,4,Dried shrimp,dried shrimp
可乐空罐,1,Coke empty can,coke empty can
陶土花瓶,8,Terracotta vase,terracotta vase
棉,1,cotton,cotton
杀虫剂罐,2,Insecticide canister,insecticide canister
桃仁,4,Peach kernel,peach kernel
砚台,8,Inkstone,inkstone
茶叶罐,1,Tea caddy,tea caddy
漱口水塑料空瓶,1,Empty mouthwash plastic bottle,empty mouthwash plastic bottle
鸟粪,4,guano,guano
广告单页,1,Advertising single page,advertising single page
快递包装袋,8,Courier bag,courier bag
耳塞,8,Earplugs,earplugs
擦眼泪的纸,8,Paper for wiping tears,paper for wiping tears
海底捞锅底,4,Haidilao pot bottom,haidilao pot bottom
食品添加剂,4,Food additives,food additives
手纸,8,Toilet paper,toilet paper
冰淇淋盒,1,Ice cream box,ice cream box
废植物,4,Waste plant,waste plant
煎饼,4,Pancakes,pancakes
纺织品,1,textile,textile
骨肉相连,4,Connected with flesh and blood,connected with flesh and blood
书本,1,book,book
牛奶盒,1,Milk carton,milk carton
剩餐,4,Leftovers,leftovers
湿烟头,8,Wet cigarette butts,wet cigarette butts
cpu,1,cpu,cpu
快速面盒,8,Fast noodle box,fast noodle box
木砧板,1,Wooden chopping board,wooden chopping board
电饭煲,1,Rice cooker,rice cooker
调料袋,8,Seasoning bag,seasoning bag
太阳眼镜,8,Sunglasses,sunglasses
乒乓球,1,pingpong,pingpong
可丽饼,4,Crepe,crepe
外卖塑料盒,8,Takeaway Plastic Box,takeaway plastic box
杂草,4,Weeds,weeds
陶泥,8,Clay,clay
板栗壳,4,Chestnut shell,chestnut shell
刮胡子刀片,1,Shaving blade,shaving blade
擦鼻涕纸,8,Snot paper,snot paper
姜,4,ginger,ginger
鸭脖子,4,Duck neck,duck neck
鸡皮,4,Chicken skin,chicken skin
小型显示器,1,Small display,small display
甜品,4,Dessert,dessert
咖啡袋,8,Coffee bag,coffee bag
雨伞,8,umbrella,umbrella
黄瓜,4,cucumber,cucumber
一次性竹筷子,8,Disposable bamboo chopsticks,disposable bamboo chopsticks
毛豆结,4,Edamame Knot,edamame knot
槟榔壳,4,Betel nut shell,betel nut shell
砂纸,8,sandpaper,sandpaper
行李箱,16,suitcase,suitcase
花蛤,8,Flower clam,flower clam
羊毛,1,wool,wool
皮革,1,leather,leather
洋葱皮,4,Onion skin,onion skin
塑料糖纸,8,Plastic candy paper,plastic candy paper
硅胶,8,Silica gel,silica gel
贝壳的肉,4,Shell meat,shell meat
呕吐包,8,Vomiting bag,vomiting bag
风油精瓶,8,Wind oil bottle,wind oil bottle
混合猫砂,8,Mixed cat litter,mixed cat litter
除渍剂,2,Stain remover,stain remover
月季,4,Chinese rose,chinese rose
塑复钢管,1,Plastic steel pipe,plastic steel pipe
羊肉骨头,8,Lamb bones,lamb bones
鸡翅骨头,4,Chicken Wing Bones,chicken wing bones
啤酒瓶,1,beer bottle,beer bottle
创口贴,8,Bandage,bandage
青椒,4,Green pepper,green pepper
丝袜,8,Stockings,stockings
护理垫,8,Nursing pad,nursing pad
带有婴儿粪便的尿不湿,8,Diapers with baby stool,diapers with baby stool
废花盆,8,Waste flowerpot,waste flowerpot
泡沫箱,1,polystyrene box,polystyrene box
卸甲油,2,Nail polish remover,nail polish remover
玉米穗,4,Ear of corn,ear of corn
大白菜,4,Chinese cabbage,chinese cabbage
碎玻璃片,1,Broken glass,broken glass
空灭火器,1,Empty fire extinguisher,empty fire extinguisher
螺蛳壳,4,Snail shell,snail shell
肉,4,Meat,meat
枕头,1,pillow,pillow
桂皮,4,Cinnamon,cinnamon
KFC纸袋,1,KFC paper bag,kfc paper bag
电影票,1,movie ticket,movie ticket
染发剂罐,2,Hair dye tank,hair dye tank
铝盖,1,Aluminum cap,aluminum cap
破布,1,rag,rag
废台式机,1,Scrap desktop,scrap desktop
椰子,8,coconut,coconut
香囊,8,Sachet,sachet
护手霜,8,Hand cream,hand cream
香烟壳,1,Cigarette shell,cigarette shell
糖浆包,8,Syrup packet,syrup packet
榛子壳,8,Hazelnut shell,hazelnut shell
保鲜袋,8,Fresh-keeping bag,freshkeeping bag
橙皮,4,Orange peel,orange peel
太空望远镜,1,Space telescope,space telescope
蛋挞,4,egg tart,egg tart
保健品,2,Health products,health products
污渍纸巾,8,Stained tissue,stained tissue
烧鸡,4,Roast chicken,roast chicken
养乐多盖,8,Yakult cover,yakult cover
棒冰包装袋,8,Popsicle packaging bag,popsicle packaging bag
拉链,8,zipper,zipper
食用油玻璃瓶,1,Edible oil glass bottle,edible oil glass bottle
5号电池（无汞）,8,AA battery (no mercury),aa battery no mercury
瘪掉的篮球,1,Deflated basketball,deflated basketball
方便面,4,Instant noodles,instant noodles
干发帽,1,Dry hair cap,dry hair cap
纸张鞭炮,8,Paper firecrackers,paper firecrackers
布玩偶,1,Cloth doll,cloth doll
章鱼小丸子,4,Octopus dumplings,octopus dumplings
证件塑料壳,8,ID plastic case,id plastic case
旧帽子,1,Old hat,old hat
巧克力袋子,8,Chocolate bag,chocolate bag
青蟹,4,Blue Crab,blue crab
被子,1,Quilt,quilt
可降解塑料,1,Biodegradable plastic,biodegradable plastic
宠物粪便,4,Pet feces,pet feces
辣条,4,Spicy strips,spicy strips
档案袋,1,Portfolio,portfolio
厨余,4,Kitchen waste,kitchen waste
冰箱贴,8,Fridge magnet,fridge magnet
脱氧剂,8,Deoxidizer,deoxidizer
cd,1,cd,cd
火机,8,Lighter,lighter
碧根果肉,4,Pecan pulp,pecan pulp
乌梅壳,4,Ebony shell,ebony shell
塑料瓶瓶盖,1,Plastic bottle caps,plastic bottle caps
深海鱼油,2,Deep sea fish oil,deep sea fish oil
河豚,4,Pufferfish,pufferfish
桔普茶,4,Orange tea,orange tea
面包屑,4,Bread crumbs,bread crumbs
针头,2,Needle,needle
琼脂,4,Agar,agar
网卡,1,Network card,network card
塑料筷子,1,Plastic chopsticks,plastic chopsticks
花泥,8,Flower mud,flower mud
手指甲脚趾甲,8,Fingernails toenails,fingernails toenails
亚克力板,1,Acrylic board,acrylic board
棉签盒,1,Cotton swab box,cotton swab box
废锁头,1,Waste lock,waste lock
田螺,4,river snail,river snail
塑料花盆,1,Plastic flowerpot,plastic flowerpot
护发素塑料空瓶,1,Conditioner plastic empty bottle,conditioner plastic empty bottle
装过湿垃圾的塑料袋,8,Plastic bags containing wet garbage,plastic bags containing wet garbage
旧内衣,8,Old underwear,old underwear
婚戒,1,Wedding ring,wedding ring
纺织布,1,Textile cloth,textile cloth
废钥匙,1,Useless key,useless key
塑料饭盒,1,Plastic lunch box,plastic lunch box
金华火腿,4,Jinhua ham,jinhua ham
塑料文件袋,1,Plastic file bag,plastic file bag
满天星,4,Gypsophila,gypsophila
麻袋,8,sack,sack
饼干盒,1,Cookie box,cookie box
擦屎纸,8,Shit paper,shit paper
蟹肉,4,Crabmeat,crabmeat
毛竹,8,bamboo,bamboo
马克杯,8,Mug,mug
办公用纸,1,Office paper,office paper
木头,1,wood,wood
锅,1,pot,pot
粉饼,8,Pressed powder,pressed powder
医用棉签,8,Medical cotton swab,medical cotton swab
吹风机,1,hair dryer,hair dryer
电动玩具,1,Electric toys,electric toys
测血糖针,8,Blood glucose test needle,blood glucose test needle
豆制品,4,Soy products,soy products
电子灭蚊拍,1,Electronic mosquito swatter,electronic mosquito swatter
干燥剂,8,Desiccant,desiccant
水晶泥,8,Crystal mud,crystal mud
草药,4,Herbal medicine,herbal medicine
吸油面纸,8,Oil-absorbing tissue,oilabsorbing tissue
污染报纸,8,Polluting newspapers,polluting newspapers
墨镜,8,sunglasses,sunglasses
无菌注射器包装,8,Sterile syringe packaging,sterile syringe packaging
洗衣机,1,washing machine,washing machine
皮皮虾壳,8,Pippi Shrimp Shell,pippi shrimp shell
拉菲草,4,Raffia,raffia
动物内脏,4,animal organs,animal organs
酒精,2,Alcohol,alcohol
香薰球,8,Aromatherapy ball,aromatherapy ball
艾灸贴,8,Moxibustion Patch,moxibustion patch
纸质档案袋,1,Paper portfolio,paper portfolio
香烟蒂,8,Cigarette butt,cigarette butt
广告单,1,leaflets,leaflets
硬式磁碟机,1,Hard drive,hard drive
桂圆核,4,Longan nucleus,longan nucleus
贺卡,1,Greeting card,greeting card
铁锤,1,Hammer,hammer
桃子,4,peach,peach
针灸针,8,Acupuncture needles,acupuncture needles
口罩,8,Facial mask,facial mask
蓝牙耳机,1,Bluetooth earphone,bluetooth earphone
电子体温计,1,Digital Thermometer,digital thermometer
老鼠,4,mouse,mouse
乐事薯片盒,8,Lay's Potato Chip Box,lays potato chip box
帆布袋,1,Canvas bag,canvas bag
床上用品,1,bed linings,bed linings
使用过的安全套,8,Used condoms,used condoms
kindle,1,kindle,kindle
芹菜叶,4,Celery leaves,celery leaves
酸奶瓶,1,Yogurt bottle,yogurt bottle
枕巾,8,Pillow towel,pillow towel
防晒霜塑料空瓶,1,Empty sunscreen plastic bottle,empty sunscreen plastic bottle
木质搅拌棒,8,Wooden stirring rod,wooden stirring rod
铝箔纸,1,Aluminum foil,aluminum foil
有害垃圾,2,Hazardous waste,hazardous waste
瓜子,4,Melon seeds,melon seeds
陶罐,8,Earthenware pot,earthenware pot
双面胶,8,Double-sided tape,doublesided tape
餐饮外卖盒,8,Food takeaway box,food takeaway box
橡胶制品,8,rubber products,rubber products
蓄电池,2,Accumulator,accumulator
大龙虾头,8,Big lobster head,big lobster head
出前一丁面条,4,Demae Ding Noodles,demae ding noodles
大米袋,8,Large rice bag,large rice bag
板蓝根冲剂,2,Banlangen Granules,banlangen granules
红领巾,1,red scarf,red scarf
钥匙,1,key,key
发夹,8,Hairpin,hairpin
杏仁,4,almond,almond
脱水机,1,Dehydrator,dehydrator
铝管,1,Aluminum tube,aluminum tube
医用注射器,2,Medical syringe,medical syringe
熟鸡蛋,4,Hard-boiled eggs,hardboiled eggs
三角裤,8,Briefs,briefs
宣传册,1,brochure,brochure
头盔,8,helmet,helmet
大件垃圾,16,Bulky garbage,bulky garbage
蜜饯,4,Candied fruit,candied fruit
鸭头,4,Duck head,duck head
松节油,2,turpentine,turpentine
衣夹,8,clothespin,clothespin
保险套,8,condom,condom
标签卡,8,Label card,label card
荧幕,1,Screen,screen
石榴,4,Pomegranate,pomegranate
掉落的头发,8,Falling hair,falling hair
象牙,8,ivory,ivory
糖包,8,sugar bag,sugar bag
翅尖,4,Wing tip,wing tip
海苔,4,Seaweed,seaweed
食物残渣及宠物饲料,4,Food scraps and pet feed,food scraps and pet feed
桌布,1,tablecloth,tablecloth
电动牙刷刷头,8,Electric toothbrush head,electric toothbrush head
空酒瓶,1,Empty wine bottle,empty wine bottle
厕所手纸,8,Toilet paper,toilet paper
山药,4,Yam,yam
PIZZA盒,8,PIZZA box,pizza box
压缩瓶,1,Compressed bottle,compressed bottle
夫妻肺片,4,Husband and wife lung tablets,husband and wife lung tablets
金属哑铃,1,Metal dumbbell,metal dumbbell
可口可乐瓶,1,Coca-Cola bottle,cocacola bottle
软桶,1,Soft bucket,soft bucket
玉米猫砂,4,Corn cat litter,corn cat litter
车厘子核,4,Cherries,cherries
风油精,8,Fengyoujing,fengyoujing
润发乳空瓶,1,Conditioner empty bottle,conditioner empty bottle
铁钉,1,Nails,nails
家庭花卉,4,Family flowers,family flowers
吊牌,8,Tag,tag
充气娃,1,Inflatable baby,inflatable baby
电脑机箱,1,Computer case,computer case
过期巧克力,4,Expired chocolate,expired chocolate
三杯鸡,4,Three cups chicken,three cups chicken
凉鞋,1,sandals,sandals
脏纸尿裤,8,Dirty diapers,dirty diapers
豆腐乳,4,fermented bean curd,fermented bean curd
计算机,1,computer,computer
破瓷瓶,8,Broken Porcelain Bottle,broken porcelain bottle
含油抹布,8,Oily wipes,oily wipes
泳帽,1,Swimming cap,swimming cap
说明书,1,manual,manual
陶瓷制品,8,Ceramic products,ceramic products
磨砂膏塑料空瓶,1,Scrub plastic empty bottle,scrub plastic empty bottle
眼贴膜,8,Eye Patch,eye patch
胖大海,4,Fat sea,fat sea
相片纸,2,Photo paper,photo paper
象棋,8,Chess,chess
琉璃,1,Liuli,liuli
废灭火器,1,Waste fire extinguisher,waste fire extinguisher
大衣,1,Overcoat,overcoat
肉骨头,4,Fleshy bones,fleshy bones
卫生护垫,8,Sanitary pad,sanitary pad
红糖,4,brown sugar,brown sugar
鸡爪,4,Chicken feet,chicken feet
富贵竹,4,Wealthy Bamboo,wealthy bamboo
遮阳帽,1,Sun hat,sun hat
化妆品瓶盖,8,Cosmetic bottle cap,cosmetic bottle cap
干果,4,dried fruit,dried fruit
手机支撑架,1,Mobile phone support frame,mobile phone support frame
除氧剂,8,Deoxidizer,deoxidizer
油桃肉,4,Nectarine Meat,nectarine meat
冷冻食品,4,frozen food,frozen food
万能胶水,8,Universal glue,universal glue
电灯泡,2,Bulb,bulb
铅桶,1,Lead bucket,lead bucket
梭子蟹,4,Portunus,portunus
虾仁壳,4,Shrimp shell,shrimp shell
茨菇,4,Arrowhead,arrowhead
碳灰,8,ash,ash
废荧光灯管,2,Waste fluorescent tube,waste fluorescent tube
望远镜,1,telescope,telescope
一次性打火机,8,Disposable lighter,disposable lighter
水银温度计,2,Mercury thermometer,mercury thermometer
搪瓷,1,enamel,enamel
沸石猫砂,8,Zeolite cat litter,zeolite cat litter
X光片,2,X-ray film,xray film
油画,8,painting,painting
购物卡,1,shopping card,shopping card
盒饭,4,Box lunch,box lunch
用过的避孕套,8,Used condom,used condom
饺子皮,4,dumpling skin,dumpling skin
水饺袋,8,Dumpling bag,dumpling bag
床垫,16,Mattress,mattress
章鱼,4,octopus,octopus
铅笔,8,pencil,pencil
鲜花瓣,4,Fresh petals,fresh petals
矿泉水桶,1,Mineral water bucket,mineral water bucket
肯德基纸袋,1,KFC Paper Bag,kfc paper bag
过期大米,4,Expired rice,expired rice
闹铃,1,Alarm,alarm
咖啡渣,4,Coffee grounds,coffee grounds
外卖纸盒,8,Takeaway carton,takeaway carton
三文鱼,4,salmon,salmon
速溶咖啡包装,8,Instant coffee packaging,instant coffee packaging
标签纸,8,label,label
不锈钢勺子,1,Stainless steel spoon,stainless steel spoon
玩具盒,1,Toy box,toy box
二极管,1,diode,diode
钮扣,8,Buttons,buttons
陶瓷盘子,8,Ceramic plate,ceramic plate
除湿袋,8,Dehumidification bag,dehumidification bag
雪花酥,4,Snowflakes,snowflakes
吸铁石,1,Magnetite,magnetite
菜花,4,cauliflower,cauliflower
发蜡,8,Hair wax,hair wax
药品包装袋,2,Medicine packaging bag,medicine packaging bag
棉袄,1,Cotton jacket,cotton jacket
鱼网,8,Fishnet,fishnet
瓦片,8,Tiles,tiles
植物硬壳,8,Plant hard shell,plant hard shell
不锈钢尺,1,Stainless steel ruler,stainless steel ruler
软膜撕拉面膜,8,Soft film peeling mask,soft film peeling mask
残枝落叶,4,Stubble,stubble
花卉植物,4,Flower plant,flower plant
白炽灯,2,Incandescent lamp,incandescent lamp
糖果罐,1,candy jar,candy jar
落地电风扇,1,Floor electric fan,floor electric fan
有机溶剂,2,Organic solvents,organic solvents
胶水,8,glue,glue
担担面,4,Carrying side,carrying side
婴儿尿布,8,Baby diapers,baby diapers
旧牙刷,8,Old toothbrush,old toothbrush
污损塑料袋,8,Stained plastic bag,stained plastic bag
眼膜,8,Eye mask,eye mask
眼药水,2,Eye drops,eye drops
油污湿巾纸,8,Oily wet tissue paper,oily wet tissue paper
奶茶中的珍珠,4,Pearls in milk tea,pearls in milk tea
酸豆角,4,Capers,capers
搓衣板,1,Washboard,washboard
铁皮罐头,1,Tin can,tin can
骨头,8,bone,bone
叶,4,leaf,leaf
鼠标,1,mouse,mouse
披萨饼盒,8,Pizza Box,pizza box
臭鸡蛋,4,Rotten eggs,rotten eggs
碗,8,Bowl,bowl
铁罐子,1,Tin can,tin can
一次性内裤,8,Disposable underwear,disposable underwear
芒果,4,mango,mango
蜡烛塑料模,8,Candle plastic mould,candle plastic mould
竹席,8,Bamboo mat,bamboo mat
作业本,1,exercise book,exercise book
肉夹馍,4,Roujiamo,roujiamo
铝箔袋,1,Foil bag,foil bag
医用手套,2,Medical gloves,medical gloves
牛杂,4,Beef offal,beef offal
叫化鸡,4,Beggar,beggar
啤酒罐,1,Beer can,beer can
老花眼镜,8,reading glasses,reading glasses
炒面,4,Fried noodles,fried noodles
塑料吸管,8,Plastic straw,plastic straw
护发精油,8,Hair oil,hair oil
zippo打火机,8,zippo lighter,zippo lighter
打印机墨盒,2,Printer Cartridges,printer cartridges
维他奶包装,1,Vitasoy packaging,vitasoy packaging
热饮杯盖,8,Lid for hot drinks,lid for hot drinks
纱布,8,gauze,gauze
寿司,4,sushi,sushi
过滤盒,8,Filter box,filter box
过期药品,2,Expired drugs,expired drugs
一次性剃须刀片,8,Disposable razor blade,disposable razor blade
杀虫剂瓶,2,Insecticide bottle,insecticide bottle
菠萝皮,4,Pineapple peel,pineapple peel
医用冰袋,8,Medical ice bag,medical ice bag
吸管,8,straw,straw
花甲,8,Sixtieth,sixtieth
酸奶玻璃瓶,1,Yogurt glass bottle,yogurt glass bottle
蚊香灰,8,Mosquito incense ash,mosquito incense ash
大蒜皮,4,Garlic peel,garlic peel
保龄球,8,bowling,bowling
美年达饮料瓶,1,Mirinda Beverage Bottle,mirinda beverage bottle
快递冰袋,8,Express ice bag,express ice bag
游泳眼镜,8,swimming glasses,swimming glasses
玩具塑料包装纸盒,1,Toy plastic packaging carton,toy plastic packaging carton
冰淇淋包装袋,8,Ice cream packaging bag,ice cream packaging bag
三七粉,4,Notoginseng powder,notoginseng powder
八角,4,star anise,star anise
电蒸锅,1,Electric steamer,electric steamer
筒骨,8,Tube bone,tube bone
辣条包装袋,8,Spicy Strip Packaging Bag,spicy strip packaging bag
地瓜皮,4,Sweet potato peel,sweet potato peel
小米,4,Millet,millet
蛋黄,4,yolk,yolk
木制品,1,wooden product,wooden product
达克宁药膏,2,Dacrine ointment,dacrine ointment
钓鱼线,8,Fishing line,fishing line
车票,8,ticket,ticket
三极管,1,Triode,triode
湿纸巾,8,Wet wipes,wet wipes
塑料擀面杖,1,Plastic rolling pin,plastic rolling pin
胭脂,8,rouge,rouge
肥皂,8,Soap,soap
U盘,1,U Disk,u disk
纸塑铝复合包装,1,Paper-plastic-aluminum composite packaging,paperplasticaluminum composite packaging
木头铅笔,8,Wood pencil,wood pencil
空调两用风扇,1,Air conditioner dual purpose fan,air conditioner dual purpose fan
废弃布包,1,Discarded cloth bag,discarded cloth bag
粉底,8,Foundation,foundation
面条包装袋,8,Noodle Packaging Bag,noodle packaging bag
塑料垃圾袋,8,Plastic garbage bag,plastic garbage bag
电热水壶,1,electric kettle,electric kettle
纸箱,1,Carton,carton
必胜客纸盒,8,Pizza Hut Carton,pizza hut carton
玻璃蜡烛杯,1,Glass candle cup,glass candle cup
传真机,1,fax machine,fax machine
不锈钢晾衣杆,1,Stainless steel clothes rail,stainless steel clothes rail
眼线笔,8,Eyeliner,eyeliner
油条,4,You Tiao,you tiao
亚克力,1,Acrylic,acrylic
棒冰棍,8,Popsicle,popsicle
棉袜,1,Cotton socks,cotton socks
鱼皮花生,4,Fish skin peanuts,fish skin peanuts
游戏手柄,1,Gamepad,gamepad
黑珍猪,4,Black pig,black pig
灭蚊灯,8,Mosquito Killer,mosquito killer
菠萝蜜,4,jackfruit,jackfruit
蛤蟆,4,Toad,toad
调制海藻面膜,4,Modified seaweed mask,modified seaweed mask
棒骨,8,Stick bone,stick bone
名画,8,Famous paintings,famous paintings
面包,4,bread,bread
奶茶纸杯,8,Milk Tea Paper Cup,milk tea paper cup
香瓜子,4,Melon seeds,melon seeds
星巴克杯托,1,Starbucks Cup Holder,starbucks cup holder
镍氢电池,2,NiMH batteries,nimh batteries
酒精棉,8,alcohol cotton,alcohol cotton
旧相机,1,Old camera,old camera
汉堡盒,8,Burger Box,burger box
牛蛙骨,4,Bullfrog Bone,bullfrog bone
摩易擦,8,Easy to wipe,easy to wipe
插排,1,Power strip,power strip
火腿肠包装纸,8,Ham Sausage Wrapping Paper,ham sausage wrapping paper
过期感冒药,2,Expired cold medicine,expired cold medicine
坏钢笔,8,Bad pen,bad pen
芒果干,4,Dried mango,dried mango
滤清器,8,Filter,filter
豆腐,4,Tofu,tofu
腰果,4,cashew,cashew
鸭屁股,4,Duck butt,duck butt
厨房垃圾,4,Kitchen garbage,kitchen garbage
烧卖,4,Siu mai,siu mai
护目镜,8,Goggles,goggles
指甲钳,1,Nail clippers,nail clippers
泡面桶,8,Instant noodle bucket,instant noodle bucket
氢气球充气钢瓶,1,Hydrogen balloon gas cylinder,hydrogen balloon gas cylinder
废水银血压计,2,Wastewater silver sphygmomanometer,wastewater silver sphygmomanometer
x光胶片,2,x-ray film,xray film
热水袋,1,Hot water bottle,hot water bottle
路由器,1,router,router
枕套,1,pillowcase,pillowcase
食品保鲜盒,1,Food preservation box,food preservation box
光盘,8,CD,cd
上衣,1,Jacket,jacket
胶卷,2,film,film
奶粉勺子,8,Milk powder spoon,milk powder spoon
剪刀,1,Scissors,scissors
钮扣电池,2,Button battery,button battery
吸尘器,1,Vacuum cleaner,vacuum cleaner
牛肉干包装,8,Beef jerky packaging,beef jerky packaging
牙膏,8,toothpaste,toothpaste
莲藕,4,Lotus root,lotus root
番茄酱瓶,1,Ketchup bottle,ketchup bottle
炒板栗,4,Fried chestnut,fried chestnut
干货,4,Dry goods,dry goods
电子琴,1,Electronic organ,electronic organ
杯子,8,Cup,cup
饭盒,8,lunch box,lunch box
卸甲膜,2,Wholesale shell,wholesale shell
水泥砖,1,cement brick,cement brick
绿豆沙,4,Green bean paste,green bean paste
自拍杆,1,Selfie stick,selfie stick
废旧吸铁石,1,Waste magnet,waste magnet
凳子,16,stool,stool
公交卡,1,Bus card,bus card
厨房纸巾,8,Kitchen paper towels,kitchen paper towels
烟盒内锡纸,8,Tin foil in cigarette case,tin foil in cigarette case
卫生纸,8,toilet paper,toilet paper
废电视,1,Waste TV,waste tv
牛骨,8,Beef bone,beef bone
脏玻璃瓶,8,Dirty glass bottle,dirty glass bottle
鸡骨头,4,Chicken bones,chicken bones
润肤乳,8,Moisturizer,moisturizer
海星,4,starfish,starfish
自慰器,1,Masturbator,masturbator
电暖炉,1,Electric heater,electric heater
红豆,4,red beans,red beans
漫画,1,comics,comics
过期糖,4,Expired sugar,expired sugar
氧化汞电池,2,Mercury Oxide Battery,mercury oxide battery
玩具塑料盒,1,Toy plastic box,toy plastic box
马铃薯片,4,Potato chips,potato chips
